Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude
2021-08-04 03:23:05,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:26:01,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:27:04,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:28:06,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:36:40,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:38:38,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:39:28,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:46:02,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:46:38,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:47:59,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:48:51,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:49:30,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:50:15,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:51:10,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:51:58,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:52:59,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:53:57,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:54:50,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:55:31,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:56:21,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:56:55,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:57:30,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:58:06,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:58:44,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 03:59:25,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:00:15,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:00:51,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:01:30,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:02:12,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:03:04,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:03:43,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:04:28,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:05:24,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:07:12,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:08:09,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:35:13,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:38:38,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:45:55,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:46:52,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:47:42,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:48:59,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:53:26,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:55:07,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:56:04,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:56:54,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:58:13,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 04:59:01,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 05:00:03,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 05:01:04,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 05:02:01,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 05:02:52,VR2W-136840,A69-1602-52903,,,,,6
2021-08-04 05:03:31,VR2W-136840,A69-1602-52903,,,,,6
